"ID_Hogar","P9","line","P10","P12","P14","P1","P50","P68","P82","P87","P90","P91","P92","P95","P96","P98","P100","P101","Estacion","Edad"
438612312,33,1,1,11,13,1,7,1,1,1,3,1,1,3,3,1,3,1,113,4
438612301,38,1,1,11,11,2,8,1,1,1,2,1,1,1,2,3,2,3,113,5
438601846,74,1,1,4,NA,1,3,1,1,1,3,1,2,2,1,3,2,3,15,8
438601845,59,1,1,9,NA,1,8,2,1,1,1,1,1,1,3,3,1,1,15,7
438601843,40,1,2,5,8,1,5,1,1,1,2,2,2,2,2,2,2,1,15,5
438601839,52,1,1,11,11,1,99,1,2,1,2,1,1,1,2,1,3,1,15,6
438601836,53,1,1,2,9,1,5,1,1,2,2,2,1,1,3,1,2,1,15,6
438599828,42,2,1,2,17,1,5,1,2,2,2,2,2,1,2,3,3,3,211,5
438599822,55,2,1,7,6,1,4,1,2,2,2,2,2,1,2,2,2,1,211,7
438599821,45,2,1,10,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,211,6
438599817,50,2,1,6,12,1,8,1,1,1,2,2,2,1,3,1,2,1,211,6
438599806,63,2,1,7,NA,2,5,1,1,1,1,1,1,3,2,3,1,1,211,7
438599796,61,2,1,7,14,2,4,1,1,3,3,2,2,2,1,1,1,2,211,7
438599130,73,1,1,10,15,1,7,1,2,2,1,2,2,2,1,3,3,2,114,8
438597729,39,1,1,7,9,3,5,1,2,1,2,2,2,1,2,2,2,2,15,5
438597724,58,1,1,97,13,1,2,1,1,1,1,1,1,1,2,2,1,1,15,7
438597719,41,1,1,13,11,1,7,1,2,1,3,1,1,1,3,1,2,1,15,5
438597714,42,1,1,7,11,2,8,1,2,2,1,2,2,1,3,2,3,3,15,5
438597190,26,1,1,11,NA,2,7,1,2,1,3,2,1,3,3,1,3,1,18,4
438597187,52,1,2,11,11,2,6,1,2,1,2,1,2,1,1,1,1,1,18,6
438597179,43,1,2,5,12,1,4,1,2,1,1,1,1,2,3,1,3,1,18,5
438597174,65,1,2,5,NA,1,7,1,1,2,3,2,2,1,3,1,1,1,18,8
438596965,40,2,2,5,11,1,99,1,2,1,1,1,1,1,3,3,3,1,23,5
438595931,52,1,2,8,13,2,7,1,1,2,1,2,2,2,2,1,1,1,15,6
438595905,45,1,2,7,15,2,6,1,1,1,1,1,3,2,2,1,2,1,15,6
438595888,50,1,1,11,11,2,7,1,1,2,2,2,2,2,2,1,2,2,15,6
438595817,50,1,1,8,12,2,7,1,1,2,2,2,1,3,3,1,2,1,15,6
438595774,70,1,1,4,NA,1,2,1,1,1,2,2,1,2,2,2,2,2,15,8
438595721,40,1,2,9,8,1,3,1,1,1,2,2,1,3,3,1,2,1,15,5
438595667,81,1,2,7,NA,1,9,1,1,2,2,2,1,1,3,3,2,3,15,8
438592546,24,2,1,5,14,1,4,1,2,1,2,1,1,1,3,1,3,1,23,3
438590389,55,2,1,9,14,1,8,1,1,2,2,1,2,1,3,3,1,2,26,7
438590383,56,2,2,4,14,1,4,1,2,1,2,1,1,1,3,2,2,2,26,7
438590373,66,2,2,3,NA,1,6,1,2,2,2,1,2,2,3,1,3,1,26,8
438590362,33,2,1,11,NA,1,4,1,2,1,2,1,1,1,3,1,1,1,26,4
438590347,59,2,1,4,11,1,6,1,2,1,2,1,1,1,3,3,1,1,26,7
438590335,40,2,2,9,15,1,6,1,2,2,2,1,1,2,2,1,1,2,26,5
438590326,40,2,2,9,11,1,3,1,2,1,2,1,1,2,3,3,2,3,26,5
438589871,65,2,2,4,14,1,4,2,2,1,1,2,1,1,3,1,2,2,23,8
438589789,52,2,1,3,11,2,4,1,2,1,2,1,2,2,1,1,2,2,29,6
438589773,72,2,2,10,NA,1,3,2,1,1,2,2,2,1,3,3,2,1,29,8
438589757,74,2,1,3,15,1,2,1,1,1,1,1,1,1,3,1,2,1,29,8
438589674,25,2,1,9,11,1,3,1,2,1,1,1,1,1,2,1,1,1,29,4
438589668,54,2,1,4,15,1,3,1,2,2,2,2,2,2,3,3,3,2,29,6
438589663,43,2,1,9,11,1,4,1,2,2,3,1,3,1,3,1,3,2,29,5
438589605,36,1,2,8,11,1,7,1,2,2,2,1,1,1,3,1,2,1,18,5
438589590,38,1,1,8,9,2,7,1,2,1,2,1,3,3,3,3,2,1,18,5
438589585,38,1,1,9,15,2,8,1,1,1,3,1,1,1,1,1,3,1,18,5
438589578,60,1,1,9,15,1,8,1,1,1,2,1,2,3,2,1,3,1,18,7
438589574,61,1,1,3,NA,2,3,1,2,1,2,2,2,2,3,2,2,2,18,7
438589568,56,1,1,8,16,1,8,1,1,1,2,1,2,1,3,1,2,2,18,7
438589564,76,1,1,4,NA,1,6,1,1,2,1,1,1,1,3,3,1,1,18,8
438589555,51,1,1,11,15,1,4,1,1,1,1,1,1,3,3,1,3,1,18,6
438589540,45,1,1,11,15,1,8,1,1,2,3,1,3,1,3,1,3,1,18,6
438589537,69,1,2,5,NA,2,6,1,1,1,3,3,1,3,1,1,3,3,18,8
438589477,63,1,1,10,14,2,99,1,2,1,2,2,2,3,2,3,2,1,18,7
438589455,28,1,1,8,9,1,6,2,2,1,1,1,2,3,2,1,1,1,18,4
438589434,50,1,2,8,11,1,8,1,1,1,1,1,2,1,3,1,2,1,18,6
438586926,50,1,1,7,11,1,8,1,2,1,3,1,1,2,2,1,2,2,12,6
438586742,40,1,1,5,11,4,6,1,2,1,1,1,1,1,3,1,1,1,12,5
438586727,30,1,1,6,14,1,4,1,2,1,2,2,2,1,2,2,1,1,12,4
438586623,53,1,1,11,6,1,7,1,2,1,3,1,1,1,1,2,2,1,12,6
438586524,40,1,1,13,11,1,7,1,1,1,3,1,1,2,2,1,1,1,11,5
438586306,40,1,2,5,15,1,3,1,2,1,2,1,1,3,3,1,2,1,11,5
438586137,67,1,1,3,NA,2,99,1,1,2,3,2,2,1,3,1,2,1,12,8
438586007,62,1,2,5,NA,1,5,1,1,1,3,1,1,1,1,1,1,1,11,7
438585936,27,1,1,8,15,1,5,1,2,2,2,2,2,1,3,1,1,2,12,4
438585892,20,1,1,7,11,1,5,1,2,1,1,2,2,1,3,3,2,2,11,3
438585840,69,1,2,4,NA,1,4,1,1,1,3,2,1,2,3,3,2,1,11,8
438585456,70,1,1,97,15,1,1,1,1,1,2,1,1,1,1,2,1,1,11,8
438544353,36,1,2,7,15,1,99,1,2,1,3,1,2,1,3,1,2,2,110,5
438524703,40,1,2,97,NA,2,6,1,1,1,1,2,2,2,2,1,2,1,15,5
438524671,38,1,2,7,8,2,7,1,2,2,1,1,2,1,2,2,1,2,15,5
438520916,36,2,2,5,15,2,2,1,2,2,2,2,1,2,3,2,2,2,23,5
438359723,50,2,2,7,6,2,3,1,2,1,1,1,1,1,1,1,1,3,22,6
438359603,54,2,1,3,11,1,4,1,2,1,2,2,1,3,3,3,3,2,22,6
438359534,52,2,1,7,16,1,6,1,1,2,2,1,2,2,3,2,1,1,22,6
438359502,52,2,2,2,8,1,6,1,2,2,2,2,2,2,2,1,3,3,22,6
438359402,39,2,1,9,12,2,8,1,2,1,1,1,1,1,2,3,1,2,22,5
438359358,35,2,2,13,13,1,9,1,1,2,3,1,2,1,1,1,3,1,22,5
438359323,43,2,2,7,11,1,3,1,1,2,2,1,1,1,1,2,2,1,22,5
438359236,33,2,2,11,13,1,7,1,1,1,3,1,2,2,3,1,3,3,22,4
438357115,77,1,1,4,NA,1,3,1,1,1,1,1,1,2,2,1,2,2,11,8
438357101,32,1,1,9,11,1,5,1,1,1,3,1,1,1,1,1,3,2,11,4
438357080,65,1,1,3,15,1,7,1,1,1,2,1,1,2,2,1,1,1,11,8
438357016,77,1,1,3,NA,1,4,1,1,1,1,1,1,2,3,3,1,1,11,8
438349195,65,2,1,5,15,2,4,1,2,1,3,3,1,1,1,3,1,1,26,8
438349192,86,2,1,2,NA,1,5,1,1,2,3,1,1,2,1,1,1,2,26,8
438349148,81,2,1,10,NA,1,5,1,1,1,1,1,1,3,3,1,1,1,26,8
438349122,80,2,1,3,15,1,4,1,2,2,2,2,2,2,3,1,2,1,26,8
438349092,75,2,1,11,NA,1,8,1,1,1,1,1,2,2,2,1,2,2,26,8
438349086,70,2,2,8,15,1,4,1,2,1,1,1,1,3,3,3,2,2,24,8
438343716,39,1,1,5,11,1,2,1,1,3,2,1,1,1,2,1,2,3,13,5
438343711,62,1,1,8,15,2,3,1,1,1,3,2,1,2,2,1,1,1,17,7
438343708,46,1,1,13,15,1,3,1,1,1,3,1,1,1,1,3,3,1,17,6
438343702,49,1,2,5,15,1,3,1,1,1,1,2,1,2,1,1,2,1,17,6
438343698,36,1,2,8,15,1,2,2,1,1,2,2,2,2,2,2,2,2,17,5
438343690,78,1,1,11,8,1,2,2,1,1,2,1,2,2,3,2,3,1,17,8
438343680,40,1,2,10,11,2,2,1,1,1,1,1,1,2,1,2,3,1,17,5
438343676,42,1,1,5,11,1,2,1,1,2,2,2,2,2,2,2,2,2,13,5
438342800,58,2,1,5,11,1,4,1,2,1,1,1,1,3,3,3,2,1,26,7
438342781,50,2,2,7,15,1,99,1,1,1,2,1,1,2,3,3,2,1,26,6
438342760,32,2,2,9,11,1,4,1,2,1,2,2,1,2,2,1,3,1,26,4
438342730,56,2,1,2,14,1,99,1,2,1,2,1,3,1,3,3,2,2,26,7
438342705,60,2,2,7,11,1,4,1,1,1,1,1,3,2,1,3,1,1,24,7
438342669,44,2,1,11,13,1,8,1,2,1,2,1,1,1,3,1,1,1,24,5
438342590,26,2,1,11,11,1,3,1,2,2,2,1,1,2,2,1,3,2,24,4
438341727,42,2,1,11,11,1,9,1,1,1,2,1,1,2,3,1,3,1,211,5
438341720,47,2,2,3,8,1,1,1,2,1,3,1,1,1,2,1,2,1,211,6
438341710,54,2,2,7,14,2,2,1,2,2,1,1,1,1,2,3,2,1,211,6
438341676,32,2,1,9,11,2,6,1,2,1,2,1,2,1,1,1,1,2,211,4
438341673,56,2,1,5,9,2,4,1,1,2,2,2,1,1,3,3,1,2,211,7
438341665,32,2,2,13,11,1,5,1,2,2,1,2,1,1,3,1,3,3,211,4
438341490,75,1,1,11,13,1,7,1,1,1,2,1,1,1,2,2,2,2,113,8
438341480,33,1,1,5,15,2,7,2,2,1,1,1,1,2,3,1,3,3,113,4
438341469,24,1,2,10,11,2,8,1,2,2,2,1,1,1,2,1,1,1,113,3
438341457,28,2,1,10,NA,3,6,1,2,2,2,1,3,2,3,1,3,1,25,4
438341455,74,2,1,4,NA,1,4,1,2,2,2,1,2,1,2,1,2,1,25,8
438341448,84,2,2,3,15,1,7,1,2,1,2,1,3,3,3,1,2,1,25,8
438341445,44,2,1,5,15,2,99,1,2,2,2,2,2,2,2,3,3,1,25,5
438341439,63,2,2,5,NA,2,5,1,2,1,3,1,2,2,2,1,2,2,25,7
438341436,52,2,2,5,11,2,6,1,2,1,1,1,1,2,2,1,3,1,25,6
438341430,80,2,2,11,NA,2,4,1,2,2,2,2,2,1,3,3,1,2,25,8
438341425,63,2,1,13,15,2,5,1,2,2,3,1,1,2,2,1,1,2,25,7
438336569,25,1,2,9,8,1,99,1,1,1,3,1,3,3,1,2,3,1,17,4
438336225,42,1,2,11,13,1,7,1,2,2,2,2,3,1,3,1,3,3,113,5
438335206,30,1,1,7,15,2,5,1,1,1,2,2,2,2,2,2,2,2,17,4
438335194,43,1,2,8,15,2,99,1,1,1,3,3,2,2,2,2,2,2,17,5
438333819,70,1,1,4,NA,1,9,1,1,2,1,1,1,1,3,3,1,1,11,8
438333808,39,1,1,5,11,2,6,1,2,1,1,1,1,1,3,1,2,1,11,5
438333461,43,1,1,9,NA,1,6,1,1,1,1,1,1,3,3,1,1,1,11,5
438333453,38,1,1,7,11,2,4,1,2,1,3,1,1,1,3,1,3,1,11,5
438333439,53,1,1,8,9,2,3,1,2,1,1,1,2,1,2,1,3,1,11,6
438333404,26,1,1,9,11,1,7,1,2,1,1,1,1,1,3,2,1,1,11,4
438329770,30,1,2,5,11,2,3,1,2,1,1,2,2,3,3,1,2,1,113,4
438327658,25,2,2,10,NA,3,5,1,2,1,2,1,3,1,3,1,2,1,25,4
438327631,58,2,1,5,14,1,4,1,2,1,2,1,3,3,3,1,3,1,25,7
438327605,66,2,2,2,15,1,3,2,1,3,3,1,1,3,3,1,3,1,25,8
438327569,61,2,1,9,NA,2,5,1,1,1,3,1,2,1,2,3,1,1,25,7
438327501,65,2,1,9,NA,1,6,1,1,1,2,1,3,1,3,1,2,1,25,8
438327458,67,2,1,4,NA,1,99,1,1,1,2,2,1,1,3,3,3,1,25,8
438327418,62,2,1,5,NA,1,4,2,2,3,3,2,3,3,3,1,3,3,25,7
438325549,52,2,1,11,15,1,8,2,1,1,1,1,1,1,1,1,1,2,23,6
438325189,29,2,1,8,15,2,4,1,2,1,2,2,2,2,2,3,2,2,23,4
438325061,60,2,2,5,15,2,4,2,2,2,2,2,2,2,2,2,2,2,23,7
438324850,49,2,1,2,11,1,5,1,2,3,2,1,2,1,2,1,3,1,23,6
438324707,38,2,1,11,15,2,5,2,2,1,1,1,1,2,1,1,3,2,23,5
438324686,25,2,1,4,6,1,1,1,2,1,1,1,1,2,3,1,3,1,23,4
438322702,65,1,1,3,NA,1,3,1,2,1,3,1,3,1,3,3,3,1,113,8
438322662,67,1,2,3,NA,1,9,1,2,1,3,1,2,1,1,3,3,1,113,8
438316584,53,1,1,7,11,2,99,1,2,1,2,2,2,3,1,2,3,2,17,6
438316565,58,1,2,7,NA,2,4,1,2,1,3,1,1,1,1,3,3,3,17,7
438298846,38,1,2,13,11,1,99,1,1,1,3,1,2,2,2,2,2,2,17,5
438298811,65,1,2,5,11,1,99,1,1,1,1,2,1,1,3,2,2,2,17,8
438291229,76,1,2,5,NA,1,3,1,2,1,1,1,2,1,1,2,2,2,113,8
438291194,50,1,1,9,13,1,4,1,2,1,1,1,2,1,3,2,1,3,113,6
438287237,58,1,1,4,14,1,4,1,2,1,1,1,3,3,2,3,1,1,113,7
438286896,65,1,2,11,NA,1,4,1,1,1,1,2,2,2,3,3,1,1,17,8
438282779,57,1,2,7,8,2,99,1,1,1,3,1,3,3,3,3,3,3,17,7
438282755,45,1,1,13,11,1,99,1,1,1,3,1,1,1,3,2,2,2,17,6
438264497,48,2,2,4,NA,1,3,1,2,2,2,2,1,1,3,3,2,1,23,6
438264037,68,1,1,11,11,1,99,1,1,1,2,2,2,1,3,3,1,1,17,8
438253463,42,2,1,3,15,3,2,1,2,1,1,1,2,3,1,1,1,1,23,5
438240433,69,2,1,3,15,1,99,1,2,2,2,1,2,2,2,2,2,2,23,8
438227948,53,1,2,5,11,1,7,1,2,1,3,1,1,1,3,1,3,1,113,6
438215118,41,1,2,7,11,1,99,1,2,3,2,2,2,2,2,2,2,2,13,5
438215070,25,1,1,7,11,1,99,1,2,1,3,2,3,3,1,1,3,1,13,4
438207830,20,2,1,5,11,2,7,1,2,2,2,2,3,3,2,2,2,1,24,3
438206537,52,1,1,6,11,2,99,1,1,1,1,1,3,3,3,1,3,3,13,6
438206458,32,1,1,6,9,2,5,1,1,1,3,1,1,3,3,2,2,2,13,4
438168384,66,1,1,3,NA,1,99,1,1,2,1,2,2,3,1,2,1,2,13,8
438168338,21,1,1,5,11,1,99,1,2,2,2,2,2,2,2,2,2,2,13,3
438168293,54,1,2,5,11,3,3,1,1,1,2,2,1,1,2,3,2,1,13,6
438168226,69,1,1,3,11,1,99,1,1,1,2,1,1,1,1,2,1,2,13,8
438168167,39,1,1,4,15,2,2,2,2,1,1,2,2,3,1,1,3,3,13,5
437982994,77,2,2,3,NA,2,2,1,2,1,2,1,2,3,1,1,1,1,25,8
437982698,62,2,1,5,15,1,6,1,1,1,2,1,1,3,3,3,1,1,25,7
437982488,55,2,1,11,15,2,8,2,2,2,2,2,3,3,1,1,3,1,25,7
437981251,45,2,2,3,15,1,6,2,2,1,1,3,3,3,3,1,1,1,24,6
437981030,65,2,1,4,14,2,2,1,2,1,1,1,1,3,3,3,2,1,24,8
437980906,25,2,1,11,13,1,6,1,2,2,2,1,1,2,1,1,3,2,24,4
437975496,57,2,1,7,15,2,7,1,2,1,1,1,1,1,1,1,3,1,22,7
437975453,49,2,1,3,16,1,5,1,2,1,2,1,1,2,2,2,2,2,22,6
437975393,60,2,2,6,15,1,5,1,2,1,1,1,1,2,2,1,1,1,22,7
437970411,29,2,1,5,14,1,99,1,2,1,3,1,2,2,2,1,3,1,25,4
437970399,35,2,1,9,9,1,6,2,2,1,3,2,2,1,3,1,1,1,25,5
437970387,65,2,2,9,14,1,4,1,2,2,2,1,2,2,2,2,3,1,25,8
437970371,40,2,1,9,15,1,6,1,2,1,1,1,3,1,3,1,3,1,25,5
437970357,58,2,2,8,14,1,4,2,2,3,2,1,3,3,2,1,3,3,24,7
437970342,79,2,1,2,14,3,4,1,2,2,3,3,3,3,3,1,1,1,24,8
437970333,25,2,2,9,11,2,8,1,2,2,3,1,1,1,3,2,3,1,24,4
437970181,54,1,1,2,15,1,2,1,1,2,2,2,2,2,2,2,2,2,11,6
437970148,33,1,1,7,17,3,4,1,2,1,3,2,1,1,3,3,2,1,11,4
437966399,47,2,1,5,15,1,4,1,2,1,2,1,1,1,3,1,3,1,24,6
437966387,58,2,1,11,15,1,4,1,2,2,2,2,2,1,3,1,3,1,24,7
437966384,61,2,2,5,11,1,5,1,2,2,3,2,2,2,3,1,2,2,24,7
437966380,48,2,1,8,15,1,5,1,2,1,2,1,1,1,3,1,3,1,24,6
437966373,74,2,1,3,15,1,4,1,2,2,2,1,2,1,2,2,2,2,24,8
437964939,45,2,1,7,13,1,99,1,2,1,1,1,1,1,2,1,3,1,24,6
437964935,25,2,1,11,NA,1,5,1,2,3,2,2,2,1,1,1,2,1,24,4
437964919,74,2,1,7,NA,1,8,1,2,2,2,2,2,1,3,2,1,1,24,8
437964893,46,2,2,9,15,1,9,1,2,2,2,1,1,2,2,1,3,1,24,6
437964885,29,2,1,9,9,1,8,1,2,1,1,1,1,2,3,1,3,1,24,4
437960765,49,1,1,5,NA,1,6,1,1,1,3,1,1,2,3,2,2,1,11,6
437960727,33,1,1,6,11,1,3,2,2,1,2,1,1,2,2,1,3,1,11,4
437960721,62,1,1,3,11,2,4,1,2,1,1,1,1,1,2,2,2,1,11,7
437960698,53,1,2,3,11,1,5,1,2,1,1,2,2,1,2,2,2,2,11,6
437960135,48,1,1,7,11,1,99,1,2,1,2,2,1,1,1,2,1,1,13,6
437956773,50,2,2,5,12,1,5,1,1,1,2,1,1,2,2,1,2,1,211,6
437956762,30,2,2,7,NA,2,2,1,2,1,2,1,1,1,1,2,2,1,211,4
437956758,18,2,2,5,15,1,4,1,1,1,2,2,2,1,2,2,1,2,211,3
437956754,59,2,2,7,17,1,1,1,2,2,2,1,1,2,2,1,2,2,211,7
437956744,44,2,1,7,14,2,7,1,2,1,3,1,1,3,3,1,2,1,211,5
437956735,32,2,2,7,14,2,3,1,2,3,2,2,2,1,3,2,2,1,211,4
437949090,65,1,1,11,11,1,6,1,2,2,3,1,2,2,3,3,1,1,13,8
437949067,24,1,1,9,11,1,4,1,1,1,2,2,2,2,2,1,3,3,13,3
437949056,39,1,1,7,11,1,6,1,1,1,2,2,2,1,1,1,1,1,13,5
437949032,80,1,1,7,11,1,99,1,1,2,2,2,2,2,2,2,2,2,13,8
437946373,55,1,1,7,15,1,99,1,1,2,2,2,3,2,3,3,2,2,13,7
437946367,40,1,1,11,13,2,99,1,1,1,2,2,1,1,1,2,1,1,13,5
437929113,67,2,2,5,NA,1,99,1,2,1,2,2,2,2,2,2,3,2,23,8
437926141,55,2,2,9,15,1,2,1,2,1,3,1,1,2,2,2,3,3,23,7
437926139,43,2,1,11,13,1,3,1,2,1,2,1,1,1,3,3,2,1,23,5
437926133,44,2,2,11,6,2,5,1,2,1,2,1,2,2,3,3,3,1,23,5
437926130,52,2,2,3,15,2,4,1,2,1,2,1,1,2,3,3,1,2,23,6
437926124,46,2,2,4,15,2,4,1,2,1,2,1,2,2,3,3,3,2,23,6
437919675,38,1,1,7,11,1,99,1,2,2,1,1,2,2,1,2,3,2,13,5
437911501,35,1,2,11,11,2,3,1,1,1,2,2,2,2,1,1,1,2,13,5
437908757,43,2,1,10,14,2,7,1,2,2,2,1,1,1,1,3,1,1,23,5
437907019,59,1,1,4,11,1,3,1,1,2,1,1,1,3,2,2,2,2,13,7
437906873,32,1,2,11,11,2,6,1,1,1,2,2,1,1,3,1,2,1,13,4
437906843,40,1,1,7,11,2,99,1,2,2,2,2,2,1,2,2,2,2,13,5
437887108,80,2,2,2,NA,1,4,1,2,1,3,1,1,2,2,2,1,1,23,8
